order_id,total_items,order_date,customer_id,email,order_channel,is_expedited,customer_tier,gross_total,net_total,total_discount_amount,payment_method,shipping_speed,shipping_cost,agent_id,actual_shipping_cost,payment_processing_fee,shipping_address,billing_address,clv_bucket,is_reactivated
ORD-21675923,1,2025-05-15T13:41:58,CUST-7670,ronnie.jackson@gmail.com,Web,False,Silver,232.04,232.04,0.0,Apple Pay,Standard,5.0,ONLINE,4.35,4.64,"9178 Meagan Estate Suite 213, Gilberttown, OH 52149","9178 Meagan Estate Suite 213, Gilberttown, OH 52149",Low,False
ORD-23010364,5,2025-05-15T19:52:16,GUEST-100719,brownjoseph@example.net,Web,True,Platinum,1237.4,1215.75,21.65,PayPal,Standard,5.0,ONLINE,4.82,36.47,"829 Carter Cove Apt. 163, North Dylan, MH 99362","829 Carter Cove Apt. 163, North Dylan, MH 99362",High,False
ORD-01240281,8,2025-05-15T20:12:53,CUST-7856,jasmine.miller@hotmail.com,Social Media,True,Platinum,2491.74,2315.78,175.96,PayPal,Standard,5.0,ONLINE,4.47,69.47,"61646 Long Road, East Ryan, IN 87885","61646 Long Road, East Ryan, IN 87885",High,False
ORD-71504252,6,2025-05-16T04:57:01,CUST-9669,john.robinson@gmail.com,Web,False,Platinum,1450.41,1352.58,97.83,Credit Card,Overnight,80.0,ONLINE,63.95,33.81,"85917 Maxwell Flats, New Jill, RI 44170","85917 Maxwell Flats, New Jill, RI 44170",High,False
ORD-89270707,6,2025-05-16T08:28:50,CUST-5900,evan.sanders@yahoo.com,Web,False,Gold,960.34,960.34,0.0,PayPal,Standard,5.0,ONLINE,4.75,28.81,"40012 Kim Square Apt. 239, Sheilaport, HI 83990","40012 Kim Square Apt. 239, Sheilaport, HI 83990",High,False
ORD-94488777,9,2025-05-16T09:10:20,CUST-6175,michael.mckenzie@yahoo.com,Web,False,Platinum,3432.63,3306.45,126.18,Google Pay,Standard,5.0,ONLINE,4.69,66.13,"13320 Joseph Union Suite 956, South Chasehaven, NJ 51729","13320 Joseph Union Suite 956, South Chasehaven, NJ 51729",High,False
ORD-29400666,4,2025-05-16T18:32:37,GUEST-102609,wilsonsamantha@example.com,Phone,False,Gold,758.92,758.92,0.0,Credit Card, Two-Day ,45.0,CSR-0002,37.72,18.97,"5608 Boyd Street Suite 157, New Jorge, WV 95534","5608 Boyd Street Suite 157, New Jorge, WV 95534",High,False
ORD-33774045,5,2025-05-16T22:29:52,CUST-7274,justin.perry@yahoo.com,Web,False,Platinum,2167.66,2167.66,0.0,Google Pay,Two-Day,45.0,ONLINE,33.0,43.35,"4217 Forbes Hills, Robertstad, WA 02354","4217 Forbes Hills, Robertstad, WA 02354",High,False
ORD-92506923,4,2025-05-17T03:27:34,CUST-7053,laura.hall@hotmail.com,Web,False,Platinum,1988.87,1820.86,168.01,Credit Card,Two-Day,45.0,ONLINE,41.35,45.52,"77719 Russell Knoll Apt. 465, Mitchellton, RI 50437","77719 Russell Knoll Apt. 465, Mitchellton, RI 50437",High,False
ORD-77843908,4,2025-05-17T05:42:57,CUST-7434,todd.graham@yahoo.com,Ebay,False,Gold,643.18,643.18,0.0,Credit Card,Two-Day,45.0,ONLINE,36.63,16.08,"52794 Justin Mount, Lake Judyfurt, FL 95642","52794 Justin Mount, Lake Judyfurt, FL 95642",Medium,False
ORD-56054779,5,2025-05-17T09:36:05,CUST-7472,jim.crawford@hotmail.com,Phone,False,Silver,413.37,413.37,0.0,Credit Card,Standard,5.0,CSR-0008,4.1,10.33,"USNS Brown, FPO AP 99250","USNS Brown, FPO AP 99250",Medium,False
ORD-29714061,1,2025-05-17T16:47:50,GUEST-102825,tvasquez@example.net,Web,False,Gold,700.26,700.26,0.0,Credit Card,Standard,5.0,ONLINE,4.62,17.51,"805 Hall Inlet Apt. 131, North Douglas, NE 94613","805 Hall Inlet Apt. 131, North Douglas, NE 94613",Medium,False
ORD-64035501,7,2025-05-17T17:21:32,GUEST-103362,pbentley@example.com,Web,True,Platinum,2546.01,2546.01,0.0,Google Pay,Overnight,80.0,ONLINE,63.72,50.92,"613 Robert Turnpike, Murphybury, RI 76804","613 Robert Turnpike, Murphybury, RI 76804",High,False
ORD-83875060,6,2025-05-17T17:36:10,CUST-6497,allison.martinez@gmail.com,Web,False,Platinum,1685.59,1685.59,0.0,PayPal,Standard,5.0,ONLINE,4.3,50.57,"1147 Rich Shoals, Benderberg, KY 99184","1147 Rich Shoals, Benderberg, KY 99184",High,False
ORD-01850630,6,2025-05-17T19:13:01,CUST-5361,rodney.alexander@yahoo.com,Social Media,False,Platinum,1111.79,1061.39,50.4,Credit Card,Standard,5.0,ONLINE,4.5,26.53,"3715 Chapman Path, Wigginsshire, NM 83923","3715 Chapman Path, Wigginsshire, NM 83923",High,False
ORD-46735788,6,2025-05-18T02:21:13,GUEST-101245,wilsontanner@example.org,Phone,False,Platinum,1851.94,1646.94,205.0,Credit Card,Two-Day,45.0,CSR-0007,32.33,41.17,"Unit 1950 Box 5440, DPO AE 89262","Unit 1950 Box 5440, DPO AE 89262",High,False
ORD-54409719,5,2025-05-18T02:50:15,GUEST-101999,weberbrenda@example.net,Phone,False,Platinum,1265.67,1265.67,0.0,Apple Pay,Standard,5.0,CSR-0001,4.79,25.31,"1741 Kirby Brooks Apt. 216, Monicamouth, KY 12123","1741 Kirby Brooks Apt. 216, Monicamouth, KY 12123",High,False
ORD-94011042,6,2025-05-18T04:34:12,CUST-9468,emily.salazar@yahoo.com,Social Media,False,Platinum,2860.83,2809.78,51.05,Credit Card,Standard,5.0,ONLINE,3.95,70.24,"PSC 8222, Box 0112, APO AA 00615","PSC 8222, Box 0112, APO AA 00615",High,False
ORD-74518481,11,2025-05-18T04:47:16,CUST-5419,william.schneider@yahoo.com,Web,False,Platinum,4171.62,3955.09,216.53,credit card,Two-Day,45.0,ONLINE,37.88,98.88,"43260 Christopher Center Suite 684, East Matthew, NJ 08542","43260 Christopher Center Suite 684, East Matthew, NJ 08542",High,False
ORD-18697568,1,2025-05-18T07:58:05,CUST-8697,tanya.wood@yahoo.com,Social Media,True,Bronze,12.03,12.03,0.0,Credit Card,STANDARD,5.0,ONLINE,4.01,0.3,"84492 Jeremy Islands, Samanthaton, NY 14944","84492 Jeremy Islands, Samanthaton, NY 14944",Low,False
ORD-77036212,1,2025-05-18T16:24:07,GUEST-100572,randy32@example.com,NewEgg,True,Silver,209.88,209.88,0.0,Google Pay, Overnight ,80.0,ONLINE,60.0,4.2,"9746 Beck Curve Apt. 105, Paulfort, HI 08232","9746 Beck Curve Apt. 105, Paulfort, HI 08232",Low,False
ORD-31192833,4,2025-05-19T00:02:23,GUEST-103098,robert91@example.net,Web,False,Platinum,1596.14,1470.59,125.55,PayPal,Two-Day,45.0,ONLINE,32.47,44.12,"5311 Cruz Inlet Apt. 292, West Josephstad, LA 81714","5311 Cruz Inlet Apt. 292, West Josephstad, LA 81714",High,False
ORD-94597709,11,2025-05-19T00:56:13,CUST-7627,bob.hunt@gmail.com,Social Media,False,Platinum,4358.26,4028.63,329.63,ACH,Standard,5.0,ONLINE,3.94,40.29,"75869 Shannon Station Suite 290, East Christineville, MO 16425","75869 Shannon Station Suite 290, East Christineville, MO 16425",high,False
ORD-33373004,1,2025-05-19T09:49:29,CUST-8253,lisa.moore@yahoo.com,Ebay,False,Silver,244.63,244.63,0.0,Credit Card,Standard,5.0,ONLINE,4.21,6.12,"1384 Owen Pike, Michaelfurt, CO 56873","1384 Owen Pike, Michaelfurt, CO 56873",Low,False
ORD-53518544,7,2025-05-19T10:07:06,GUEST-102509,joshuaparsons@example.org,Web,False,Platinum,1977.73,1977.73,0.0,Credit Card,Standard,5.0,ONLINE,3.97,49.44,"984 Wagner Mountains, North Christopherberg, CT 11994","984 Wagner Mountains, North Christopherberg, CT 11994",High,False
ORD-50486018,5,2025-05-19T10:37:11,CUST-9891,david.hurst@gmail.com,Web,False,Gold,609.28,609.28,0.0,Credit Card,Two-Day,45.0,ONLINE,33.01,15.23,"814 Charles Springs Suite 413, Bartontown, WV 45888","814 Charles Springs Suite 413, Bartontown, WV 45888",Medium,False
ORD-24929751,8,2025-05-19T14:13:29,CUST-9007,michelle.raymond@yahoo.com,Web,True,Platinum,1460.46,1415.34,45.12,credit card,Two-Day,45.0,ONLINE,36.34,35.38,"06795 Katherine Plaza Suite 125, North Austinmouth, OK 14294","06795 Katherine Plaza Suite 125, North Austinmouth, OK 14294",High,False
ORD-94928956,10,2025-05-19T20:31:03,CUST-8392,james.elliott@hotmail.com,Web,True,Platinum,4832.15,4791.93,40.22,Credit Card,Two-Day,45.0,ONLINE,34.25,119.8,"573 David Mission, East Nancy, AZ 41616","573 David Mission, East Nancy, AZ 41616", High  ,False
ORD-30838860,2,2025-05-20T14:40:03,CUST-7316,nicholas.sheppard@hotmail.com,Social Media,True,Silver,131.46,120.89,10.57,Credit Card,Standard,5.0,ONLINE,4.69,3.02,"35816 Knapp Ridge Apt. 618, Patrickside, WY 65251","35816 Knapp Ridge Apt. 618, Patrickside, WY 65251",Low,False
ORD-05576650,5,2025-05-20T23:31:46,CUST-10769,kimberly.ortiz@yahoo.com,Phone,False,Gold,719.51,719.51,0.0, Google Pay  ,Overnight,80.0,CSR-0006,68.41,14.39,"237 Eduardo Village, Sheaburgh, MN 50627","237 Eduardo Village, Sheaburgh, MN 50627",Medium,False
ORD-03893896,2,2025-05-20T23:48:41,CUST-5840,erin.rojas@yahoo.com,Web,False,Silver,155.04,148.85,6.19,PayPal,STANDARD,5.0,ONLINE,3.83,4.47,"50892 Gonzalez Manor Apt. 597, Lynntown, MD 25647","50892 Gonzalez Manor Apt. 597, Lynntown, MD 25647",Low,False
ORD-38195466,2,2025-05-21T06:15:28,CUST-9753,taylor.kramer@yahoo.com,Ebay,True,Gold,667.32,667.32,0.0,Credit Card,Standard,5.0,ONLINE,4.9,16.68,"990 Mccarthy Points, Hendersonberg, NM 09408","990 Mccarthy Points, Hendersonberg, NM 09408",Medium,False
ORD-99034858,3,2025-05-22T06:06:34,CUST-7465,nicholas.weber@hotmail.com,Ebay,False,Silver,409.5,409.5,0.0,Credit Card,Standard,5.0,ONLINE,4.81,10.24,"USNS Torres, FPO AA 20390","USNS Torres, FPO AA 20390",Medium,False
ORD-43393504,3,2025-05-22T09:48:09,GUEST-102313,huffanthony@example.com,Web,False,Silver,333.1,304.74,28.36,PayPal,Standard,5.0,ONLINE,4.53,9.14,"845 Kim Cliff, New Stephanieville, WI 03253","845 Kim Cliff, New Stephanieville, WI 03253",Medium,False
ORD-42098194,7,2025-05-22T14:15:15,CUST-10349,stephanie.bennett@hotmail.com,Ebay,False,Platinum,1813.27,1687.84,125.43,Apple Pay,Overnight,80.0,ONLINE,66.33,33.76,"344 Frazier Overpass Apt. 156, Brianshire, ME 08373","344 Frazier Overpass Apt. 156, Brianshire, ME 08373",High,False
ORD-56277750,8,2025-05-22T15:22:54,GUEST-101233,geraldbrown@example.org,Web,False,Platinum,2916.18,2849.83,66.35,Credit Card,Two-Day,45.0,ONLINE,38.59,71.25,"05675 Clark Fork Suite 192, South Misty, VT 02321","05675 Clark Fork Suite 192, South Misty, VT 02321",High,False
ORD-90816737,1,2025-05-22T23:11:49,CUST-6540,jeffrey.henderson@yahoo.com,Social Media,False,Silver,118.67,118.67,0.0,Credit Card,Standard,5.0,ONLINE,4.64,2.97,"3092 Michael Mission, Lake Michael, NM 70589","3092 Michael Mission, Lake Michael, NM 70589",Low,False
ORD-23420802,5,2025-05-22T23:35:26,CUST-11071,brandon.smith@gmail.com,Web,False,Platinum,1409.69,1336.53,73.16,Apple Pay,Two-Day,45.0,ONLINE,35.37,26.73,"1857 Johnson Terrace Suite 332, Codystad, AL 50594","1857 Johnson Terrace Suite 332, Codystad, AL 50594",High,False
ORD-08963451,8,2025-05-23T07:52:59,CUST-10752,sherri.cobb@yahoo.com,Ebay,False,Platinum,3689.38,3564.66,124.72,Credit Card,Standard,5.0,ONLINE,4.75,89.12,"6344 Jamie Forge, Englishville, WY 28460","6344 Jamie Forge, Englishville, WY 28460",High,False
ORD-51696456,4,2025-05-23T21:35:57,CUST-5340,sara.hardin@yahoo.com,Web,False,Gold,519.22,474.09,45.13,Apple Pay,Two-Day,45.0,ONLINE,33.14,9.48,"0900 Johnny Lights Suite 518, Port Scott, AL 52009","0900 Johnny Lights Suite 518, Port Scott, AL 52009",Medium,False
ORD-92129597,7,2025-05-23T21:50:37,CUST-6203,martin.kim@gmail.com,Web,True,Platinum,2644.94,2495.43,149.51,Credit Card,Overnight,80.0,ONLINE,69.61,62.39,"9447 Haley Fort Suite 805, New Sherry, AK 86901","9447 Haley Fort Suite 805, New Sherry, AK 86901",High,False
ORD-25917727,6,2025-05-23T23:52:24,CUST-5655,nicholas.ramsey@gmail.com,Ebay,False,Platinum,1106.63,1052.62,54.01,Credit Card,Overnight,80.0,ONLINE,60.46,26.32,"735 Young Wall, South Brandon, IN 85060","735 Young Wall, South Brandon, IN 85060",High,False
ORD-90981903,6,2025-05-24T02:33:31,CUST-6830,amy.powell@yahoo.com,Ebay,False,Platinum,1254.87,1254.87,0.0,PAYPAL,Two-Day,45.0,ONLINE,39.71,37.65,"PSC 7253, Box 0815, APO AP 01248","PSC 7253, Box 0815, APO AP 01248",High,False
ORD-28840656,7,2025-05-24T10:51:55,GUEST-102843,deborahmercado@example.org,Web,False,Platinum,1466.21,1359.33,106.88,ACH,Two-Day,45.0,ONLINE,41.31,13.59,"USNV Mcfarland, FPO AE 34066","USNV Mcfarland, FPO AE 34066",High,False
ORD-48483427,10,2025-05-24T12:53:51,CUST-9175,pamela.chavez@hotmail.com,Phone,False,Platinum,3881.17,3881.17,0.0,Google Pay,Two-Day,45.0,CSR-0018,35.94,77.62,"269 Harris Corners, East Jacob, MP 44966","269 Harris Corners, East Jacob, MP 44966",High,False
ORD-05222361,1,2025-05-24T18:44:25,CUST-5731,christina.thompson@hotmail.com,NewEgg,True,Silver,376.4,376.4,0.0,PayPal,Standard,5.0,ONLINE,3.89,11.29,"60894 Charles Hills, East Veronicamouth, FM 81159","60894 Charles Hills, East Veronicamouth, FM 81159",Medium,False
ORD-67888905,7,2025-05-24T21:54:07,CUST-5154,laura.bryant@gmail.com,Ebay,False,Platinum,1990.19,1990.19,0.0,Credit Card,Standard,5.0,ONLINE,4.48,49.75,"986 Kimberly Freeway, Davidbury, MT 84249","986 Kimberly Freeway, Davidbury, MT 84249",  High  ,False
ORD-53369099,6,2025-05-24T23:41:19,CUST-6729,eric.yang@gmail.com,Social Media,False,Gold,870.27,838.74,31.53,Credit Card,Standard,5.0,ONLINE,4.15,20.97,"57873 Casey Plain, West Pamelaville, MP 53409","57873 Casey Plain, West Pamelaville, MP 53409",High,False
ORD-83920538,12,2025-05-25T13:10:52,CUST-10084,robert.huynh@gmail.com,Web,False,Platinum,3384.06,3293.58,90.48,Credit Card,Standard,5.0,ONLINE,4.29,82.34,"49904 Brewer Stravenue Suite 835, Wallermouth, AZ 65702","49904 Brewer Stravenue Suite 835, Wallermouth, AZ 65702",High,False
ORD-05501587,4,2025-05-25T15:33:29,CUST-7010,victoria.bush@hotmail.com,Web,False,Gold,800.54,726.15,74.39,Credit Card,Standard,5.0,ONLINE,4.66,18.15,"9347 Laura Trafficway Suite 888, North Taylorside, VI 49770","9347 Laura Trafficway Suite 888, North Taylorside, VI 49770",High,False
ORD-19764580,9,2025-05-25T15:54:44,CUST-5782,tabitha.gentry@yahoo.com,Phone,True,Platinum,4697.07,4654.33,42.74,Credit Card,  Overnight ,80.0,CSR-0020,71.62,116.36,"963 Lisa Lodge, New Matthewville, FM 83221","963 Lisa Lodge, New Matthewville, FM 83221",High,False
ORD-06426437,6,2025-05-25T16:06:52,CUST-5639,michael.kelly@yahoo.com,Web,False,Platinum,2160.13,2134.12,26.01,Credit Card,Two-Day,45.0,ONLINE,41.42,53.35,"207 Laura Isle Apt. 189, New Joshua, NE 91776","207 Laura Isle Apt. 189, New Joshua, NE 91776",High,False
ORD-81113320,3,2025-05-26T23:15:58,GUEST-101236,wbowen@example.org,Web,False,Gold,777.46,777.46,0.0,PayPal,Standard,5.0,ONLINE,4.03,23.32,"80492 Henderson Meadows Suite 942, South Kristinamouth, WA 97428","80492 Henderson Meadows Suite 942, South Kristinamouth, WA 97428",High,False
ORD-72620058,4,2025-05-26T23:29:21,CUST-8698,brandon.castillo@gmail.com,Ebay,False,Platinum,1665.46,1665.46,0.0,Credit Card,Two-Day,45.0,ONLINE,33.49,41.64,"83651 Chandler Drive, Port Megan, NC 65914","83651 Chandler Drive, Port Megan, NC 65914",High,False
ORD-19899896,2,2025-05-27T00:30:23,CUST-10363,cory.jones@yahoo.com,Phone,False,Silver,269.59,216.46,53.13,PayPal,Overnight,80.0,CSR-0004,63.67,6.49,"1009 Karen Walks Apt. 582, North Krystalview, NY 26129","1009 Karen Walks Apt. 582, North Krystalview, NY 26129",Medium,False
ORD-47833322,4,2025-05-27T01:42:31,GUEST-101184,phelpsrussell@example.net,Phone,True,Gold,909.6,909.6,0.0, Credit Card  ,Standard,5.0,,3.88,22.74,"724 Glenn Spur, New Kylemouth, MA 81053","724 Glenn Spur, New Kylemouth, MA 81053",High,False
ORD-54741274,6,2025-05-27T04:22:33,CUST-8970,william.walls@gmail.com,Web,False,Platinum,2052.87,1894.26,158.61,Google Pay,Standard,5.0,ONLINE,4.76,37.89,"051 Mathis Rapids Apt. 289, North Joseph, MN 46750","051 Mathis Rapids Apt. 289, North Joseph, MN 46750",High,False
ORD-91218879,3,2025-05-27T09:03:29,CUST-11038,sarah.montgomery@yahoo.com,Web,False,Gold,720.57,720.57,0.0,Credit Card,Standard,5.0,ONLINE,4.83,18.01,"4163 John Squares Suite 359, Port Nicholas, NJ 20964","4163 John Squares Suite 359, Port Nicholas, NJ 20964",Medium,False
ORD-75021444,7,2025-05-28T04:38:20,GUEST-100385,aguilarjoseph@example.org,Web,False,Platinum,1127.01,1127.01,0.0,PayPal,Standard,5.0,ONLINE,4.15,33.81,"714 Knight Turnpike, Butlerfurt, MI 90808","714 Knight Turnpike, Butlerfurt, MI 90808",High,False
ORD-00760470,6,2025-05-28T06:23:08,GUEST-102240,natasharoberts@example.org,Web,True,Platinum,1988.11,1808.17,179.94,PayPal,Standard,5.0,ONLINE,4.24,54.25,"Unit 2979 Box 5986, DPO AP 77112","Unit 2979 Box 5986, DPO AP 77112",High,False
ORD-38475831,3,2025-05-28T14:07:43,CUST-6352,stephanie.mcgee@gmail.com,Web,False,Platinum,1265.19,1265.19,0.0,CREDIT CARD,Standard,5.0,ONLINE,4.81,31.63,"021 Daniel Mews, Elliottport, GA 69855","021 Daniel Mews, Elliottport, GA 69855",High,False
ORD-12092407,1,2025-05-29T01:03:31,GUEST-102957,kellybrittany@example.org,Phone,False,Silver,430.68,405.33,25.35,ACH,Standard,5.0,CSR-0010,4.65,4.05,"PSC 1041, Box 0692, APO AP 48687","PSC 1041, Box 0692, APO AP 48687",Medium,False
ORD-19935508,8,2025-05-29T14:42:40,CUST-7154,stephanie.shaw@gmail.com,Web,False,Platinum,1328.23,1315.0,13.23,PayPal,Standard,5.0,ONLINE,3.85,39.45,"98990 Robin Underpass, Marshallborough, AR 70381","98990 Robin Underpass, Marshallborough, AR 70381",High,False
ORD-06067668,6,2025-05-29T15:29:33,CUST-8510,sara.roth@gmail.com,Ebay,False,Platinum,3012.99,2975.2,37.79,Credit Card,Two-Day,45.0,ONLINE,37.5,74.38,"3343 Nicholas Rue, South Ricky, ND 16723","3343 Nicholas Rue, South Ricky, ND 16723",High,False
ORD-72132326,6,2025-05-29T18:33:10,CUST-10262,antonio.riley@yahoo.com,Web,False,Platinum,1531.74,1531.74,0.0,Apple Pay,Standard,5.0,ONLINE,3.94,30.63,"90001 Jones Place, West Heathermouth, DC 97976","90001 Jones Place, West Heathermouth, DC 97976",High,False
ORD-70990168,1,2025-05-30T00:19:44,GUEST-102119,amanda47@example.org,Web,False,Silver,413.68,413.68,0.0,Credit Card,Standard,5.0,ONLINE,4.89,10.34,"USCGC Thompson, FPO AE 82760","USCGC Thompson, FPO AE 82760",Medium,False
ORD-80260273,2,2025-05-30T06:29:43,CUST-9383,karen.medina@gmail.com,Social Media,False,Silver,344.7,344.7,0.0,Credit Card,Standard,5.0,ONLINE,4.58,8.62,"0379 Clark Mill Apt. 774, New Michael, MT 57713","0379 Clark Mill Apt. 774, New Michael, MT 57713", Medium ,False
ORD-86676487,2,2025-05-30T07:15:50,CUST-10202,grace.mclean@yahoo.com,Web,False,Silver,475.72,475.72,0.0,  Credit Card  ,Standard,5.0,ONLINE,4.32,11.89,"36062 Christine Park Suite 778, North Masonbury, TN 16872","36062 Christine Park Suite 778, North Masonbury, TN 16872",Medium,False
ORD-61205767,3,2025-05-30T11:42:36,CUST-5589,jimmy.west@gmail.com,Web,False,Platinum,1015.27,928.06,87.21,Credit Card,Two-Day,45.0,ONLINE,41.51,23.2,"6209 Diane Trail Suite 473, Andrewview, VI 25151","6209 Diane Trail Suite 473, Andrewview, VI 25151",High,False
ORD-68419714,3,2025-05-30T13:18:04,CUST-6757,connie.howard@yahoo.com,NewEgg,False,Gold,542.48,542.48,0.0,Credit Card,Standard,5.0,ONLINE,4.88,13.56,"USNS Rodriguez, FPO AE 75828","USNS Rodriguez, FPO AE 75828",Medium,False
ORD-52512835,3,2025-05-30T15:08:14,GUEST-100753,susan61@example.org,Ebay,False,Gold,638.91,627.97,10.94,Credit Card, Standard ,5.0,,3.86,15.7,"93886 Smith Summit, Seanfurt, AL 13854","93886 Smith Summit, Seanfurt, AL 13854",Medium,False
ORD-68085662,1,2025-05-31T13:30:36,CUST-7253,brittany.bennett@yahoo.com,Web,False,Bronze,13.23,13.23,0.0,Credit Card,Standard,5.0,ONLINE,4.84,0.33,"88440 Laura Mission, New Gregoryborough, CO 90133","88440 Laura Mission, New Gregoryborough, CO 90133",Low,False
ORD-41862519,5,2025-05-31T16:30:12,CUST-6796,adam.hill@hotmail.com,Web,False,Platinum,1246.86,1137.56,109.3,Credit Card,Standard,5.0,ONLINE,4.11,28.44,"32217 Murphy Ridge Apt. 254, New Charles, IL 23562","32217 Murphy Ridge Apt. 254, New Charles, IL 23562",High,False
ORD-38983178,7,2025-05-31T18:34:49,GUEST-102139,lopezjared@example.com,Web,False,Platinum,2278.26,1993.74,284.52,Credit Card,Standard,5.0,ONLINE,4.23,49.84,"708 Timothy Lakes Suite 005, Coxberg, IL 55721","708 Timothy Lakes Suite 005, Coxberg, IL 55721",High,False
ORD-17700214,2,2025-05-31T20:08:24,CUST-6261,hayden.coleman@yahoo.com,Web,False,Gold,842.23,717.11,125.12,Credit Card,Standard,5.0,ONLINE,4.36,17.93,"1473 Bradley Gardens, New Davidport, IA 11902","1473 Bradley Gardens, New Davidport, IA 11902",High,False
ORD-90243701,3,2025-06-01T01:44:48,GUEST-103610,shawnmoore@example.com,Web,False,Platinum,1069.09,1015.24,53.85,PayPal,Standard,5.0,ONLINE,3.97,30.46,"9505 Bryan Roads Apt. 400, Wendyview, LA 14542","9505 Bryan Roads Apt. 400, Wendyview, LA 14542",High,False
ORD-07451952,4,2025-06-01T04:06:34,CUST-9036,michael.west@hotmail.com,Social Media,False,Gold,520.98,520.98,0.0,Credit Card,Standard,5.0,ONLINE,4.66,13.02,"70908 Cline Avenue, West Jennifertown, MH 62868","70908 Cline Avenue, West Jennifertown, MH 62868",Medium,False
ORD-27877031,3,2025-06-01T04:43:12,GUEST-100177,wwilliams@example.com,Web,True,Platinum,1230.6,1230.6,0.0,credit card,Standard,5.0,ONLINE,4.16,30.77,"1652 Stanley Key, West Briana, IA 84410","1652 Stanley Key, West Briana, IA 84410",High,False
ORD-35476963,6,2025-06-01T07:12:39,CUST-6321,laurie.simmons@gmail.com,Web,True,Platinum,2942.33,2848.77,93.56,Credit Card,Overnight,80.0,ONLINE,74.28,71.22,"36532 Hamilton Plain Suite 997, Velasqueztown, WA 65818","36532 Hamilton Plain Suite 997, Velasqueztown, WA 65818",High,False
ORD-74738967,1,2025-06-01T08:07:20,GUEST-101260,zcook@example.com,Web,False,Silver,234.9,234.9,0.0,  Apple Pay  ,Standard,5.0,ONLINE,4.17,4.7,"258 Miranda Course Apt. 918, Port Eric, WV 95401","258 Miranda Course Apt. 918, Port Eric, WV 95401",Low,False
ORD-57162195,3,2025-06-01T16:20:44,CUST-10055,jeffrey.barker@gmail.com,Phone,False,Platinum,1146.65,1146.65,0.0,PayPal,Standard,5.0,CSR-0006,4.02,34.4,"Unit 1012 Box 2524, DPO AP 11680","Unit 1012 Box 2524, DPO AP 11680",High,False
ORD-10808106,1,2025-06-01T18:17:07,GUEST-100189,jessicaestrada@example.org,Phone,False,Silver,344.67,344.67,0.0,Credit Card,Standard,5.0,CSR-0006,4.14,8.62,"USNV Zuniga, FPO AA 62032","USNV Zuniga, FPO AA 62032",Medium,False
ORD-07112713,1,2025-06-01T20:31:38,CUST-10279,tyler.elliott@yahoo.com,Web,False,Silver,117.52,117.52,0.0,Credit Card,Two-Day,45.0,ONLINE,41.74,2.94,"449 Copeland Locks, Terrihaven, AS 69510","449 Copeland Locks, Terrihaven, AS 69510", Low  ,False
ORD-65530667,9,2025-06-02T04:55:24,CUST-7825,brent.mcdonald@gmail.com,Web,False,Platinum,1993.66,1870.26,123.4,Credit Card,Standard,5.0,ONLINE,3.85,46.76,"9969 Hudson Mission, Blackshire, GU 01832","9969 Hudson Mission, Blackshire, GU 01832",High,False
